"","sale.date","sales.rep","rep.sex","rep.region","rep.feedback","wine","type","cost","unit.price","units.sold","recipt","expenses","year"
"8994",2010-02-14,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,20,148.6,4.494,2010
"8652",2010-02-14,"Tori Hastie",0,"South",8,"Merlot","red",2.229,7.31,10,73.1,4.3415,2010
"3478",2010-02-14,"Bianca Suchan",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,7.2318,2010
"3949",2010-02-15,"Virgilio Mcelligott",1,"Central",7,"Sauvignon Blanc","white",2.697,8.56,25,214,6.57,2010
"1743",2010-02-15,"Kym Velarde",0,"East",7,"Pinot Gris","white",3.741,12.47,19,236.93,7.56,2010
"2976",2010-02-15,"Deloras Mcfetridge",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,11,132.88,6.1914,2010
"1344",2010-02-15,"Vicki Kilkenny",0,"West",8,"Chardonnay","white",3.15,10.5,17,178.5,6.5076,2010
"8215",2010-02-16,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,28,208.04,5.6595,2010
"4360",2010-02-16,"Aiko Hamsher",0,"East",7,"Pinot Gris","white",3.741,12.47,5,62.35,5.9955,2010
"6052",2010-02-16,"Kym Velarde",0,"East",6,"Chardonnay","white",3.15,10.5,11,115.5,5.67,2010
"4847",2010-02-16,"Tori Hastie",0,"South",7,"Cabernet Sauvignon","red",3.624,11.96,21,251.16,5.396,2010
"753",2010-02-17,"Lolita Wass",0,"Central",6,"Merlot","red",2.229,7,17,119,4.49,2010
"810",2010-02-17,"Nilda Hypolite",0,"Central",6,"Sauvignon Blanc","white",2.697,8.56,15,128.4,5.1,2010
"4828",2010-02-17,"Virgilio Mcelligott",1,"Central",3,"Cabernet Sauvignon","red",3.624,11.65,10,116.5,5.54,2010
"8704",2010-02-17,"Shameka Mertes",0,"North",8,"Pinot Gris","white",3.741,13.42,5,67.1,5.58,2010
"1617",2010-02-18,"Shameka Mertes",0,"North",4,"Cabernet Sauvignon","red",3.624,13.03,12,156.36,7.26,2010
"310",2010-02-18,"Shameka Mertes",0,"North",7,"Merlot","red",2.229,8.38,8,67.04,4.63,2010
"5375",2010-02-18,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,9,65.79,4.389,2010
"3948",2010-02-19,"Kym Velarde",0,"East",6,"Pinot Gris","white",3.741,12.47,9,112.23,6.2475,2010
"1947",2010-02-19,"Clement Arias",1,"North",3,"Pinot Gris","white",3.741,13.42,11,147.62,7.17,2010
"7682",2010-02-19,"Eura Begay",0,"North",6,"Chardonnay","white",3.15,11.45,12,137.4,5.99,2010
"6275",2010-02-19,"Yolando Galicia",0,"North",7,"Pinot Gris","white",3.741,13.42,9,120.78,7.16,2010
"7800",2010-02-19,"Lesia Belt",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,13,157.04,7.5072,2010
"6642",2010-02-19,"Lesia Belt",0,"West",7,"Merlot","red",2.229,7.43,11,81.73,4.437,2010
"852",2010-02-19,"Vicki Kilkenny",0,"West",7,"Sauvignon Blanc","white",2.697,8.99,8,71.92,4.1616,2010
"6702",2010-02-20,"Lolita Wass",0,"Central",5,"Merlot","red",2.229,7,18,126,4.42,2010
"1562",2010-02-20,"Shameka Mertes",0,"North",8,"Merlot","red",2.229,8.38,19,159.22,4.93,2010
"1555",2010-02-20,"Jewel Copas",1,"South",7,"Chardonnay","white",3.15,10.38,8,83.04,5.5575,2010
"1890",2010-02-20,"Mamie Fullington",0,"South",6,"Chardonnay","white",3.15,10.38,42,435.96,7.334,2010
"1125",2010-02-20,"Tori Hastie",0,"South",5,"Chardonnay","white",3.15,10.38,16,166.08,6.213,2010
"5072",2010-02-20,"Vicki Kilkenny",0,"West",7,"Sauvignon Blanc","white",2.697,8.99,8,71.92,5.2632,2010
"5141",2010-02-21,"Lolita Wass",0,"Central",8,"Merlot","red",2.229,7,11,77,4.47,2010
"2295",2010-02-21,"Karry Noell",0,"East",6,"Sauvignon Blanc","white",2.697,8.99,18,161.82,5.922,2010
"2200",2010-02-21,"Eura Begay",0,"North",6,"Pinot Gris","white",3.741,13.42,19,254.98,7.9,2010
"1424",2010-02-21,"Tori Hastie",0,"South",8,"Cabernet Sauvignon","red",3.624,11.96,21,251.16,6.669,2010
"1907",2010-02-21,"Lesia Belt",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,25,302,7.1808,2010
"8060",2010-02-22,"Virgilio Mcelligott",1,"Central",6,"Sauvignon Blanc","white",2.697,8.56,11,94.16,4.89,2010
"7418",2010-02-22,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,26,193.18,5.5545,2010
"921",2010-02-22,"Karry Noell",0,"East",6,"Chardonnay","white",3.15,10.5,15,157.5,6.4365,2010
"8183",2010-02-22,"Clement Arias",1,"North",5,"Sauvignon Blanc","white",2.697,9.94,16,159.04,5.33,2010
"9945",2010-02-22,"Eura Begay",0,"North",4,"Merlot","red",2.229,8.38,15,125.7,4.73,2010
"851",2010-02-22,"Shameka Mertes",0,"North",7,"Chardonnay","white",3.15,11.45,18,206.1,5.89,2010
"5471",2010-02-22,"Jewel Copas",1,"South",6,"Merlot","red",2.229,7.31,6,43.86,3.591,2010
"4912",2010-02-23,"Kym Velarde",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,25,302,7.9905,2010
"6677",2010-02-23,"Kym Velarde",0,"East",6,"Chardonnay","white",3.15,10.5,47,493.5,8.9355,2010
"19",2010-02-23,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,27,309.15,7.61,2010
"4319",2010-02-23,"Bianca Suchan",0,"West",5,"Pinot Gris","white",3.741,12.47,14,174.58,6.0792,2010
"1892",2010-02-23,"Deloras Mcfetridge",0,"West",7,"Merlot","red",2.229,7.43,10,74.3,4.7634,2010
"5479",2010-02-23,"Vicki Kilkenny",0,"West",7,"Chardonnay","white",3.15,10.5,11,115.5,5.1,2010
"8598",2010-02-24,"Dannette Saltsman",0,"Central",5,"Riesling","white",2.097,6.56,11,72.16,3.66,2010
"4542",2010-02-24,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,12,89.16,4.8615,2010
"4309",2010-02-24,"Kym Velarde",0,"East",9,"Pinot Gris","white",3.741,12.47,16,199.52,6.5835,2010
"6597",2010-02-24,"Kym Velarde",0,"East",7,"Shiraz","red",6.051,20.17,20,403.4,11.7075,2010
"7382",2010-02-24,"Clement Arias",1,"North",6,"Pinot Gris","white",3.741,13.42,13,174.46,6.48,2010
"4593",2010-02-24,"Eura Begay",0,"North",5,"Merlot","red",2.229,8.38,16,134.08,5.25,2010
"88",2010-02-24,"Jewel Copas",1,"South",5,"Cabernet Sauvignon","red",3.624,11.96,15,179.4,6.3555,2010
"6436",2010-02-24,"Lavera Mccallie",0,"South",6,"Chardonnay","white",3.15,10.38,17,176.46,5.4245,2010
"7929",2010-02-24,"Deloras Mcfetridge",0,"West",4,"Chardonnay","white",3.15,10.5,12,126,6.4464,2010
"4432",2010-02-25,"Virgilio Mcelligott",1,"Central",5,"Merlot","red",2.229,7,9,63,4.35,2010
"7529",2010-02-25,"Clement Arias",1,"North",5,"Merlot","red",2.229,8.38,21,175.98,5.24,2010
"6749",2010-02-25,"Jewel Copas",1,"South",6,"Chardonnay","white",3.15,10.38,9,93.42,5.111,2010
"6205",2010-02-25,"Jewel Copas",1,"South",6,"Merlot","red",2.229,7.31,12,87.72,3.838,2010
"106",2010-02-25,"Mamie Fullington",0,"South",7,"Merlot","red",2.229,7.31,7,51.17,3.344,2010
"2496",2010-02-26,"Nilda Hypolite",0,"Central",6,"Chardonnay","white",3.15,10.07,7,70.49,4.91,2010
"6893",2010-02-26,"Nilda Hypolite",0,"Central",7,"Sauvignon Blanc","white",2.697,8.56,8,68.48,4.46,2010
"3776",2010-02-26,"Virgilio Mcelligott",1,"Central",6,"Chardonnay","white",3.15,10.07,10,100.7,6.3,2010
"3343",2010-02-26,"Ben Gerry",1,"East",8,"Sauvignon Blanc","white",2.697,8.99,7,62.93,5.4075,2010
"5089",2010-02-26,"Clement Arias",1,"North",6,"Shiraz","red",6.051,21.12,24,506.88,10.65,2010
"9152",2010-02-26,"Eura Begay",0,"North",6,"Chardonnay","white",3.15,11.45,23,263.35,6.85,2010
"276",2010-02-26,"Eura Begay",0,"North",6,"Riesling","white",2.097,7.94,27,214.38,5.52,2010
"4012",2010-02-26,"Mamie Fullington",0,"South",7,"Riesling","white",2.097,6.87,15,103.05,3.6195,2010
"7089",2010-02-26,"Tori Hastie",0,"South",6,"Pinot Gris","white",3.741,12.35,17,209.95,6.7925,2010
"5892",2010-02-26,"Bianca Suchan",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,25,302,6.3648,2010
"2324",2010-02-26,"Lesia Belt",0,"West",7,"Pinot Gris","white",3.741,12.47,8,99.76,5.814,2010
"9585",2010-02-26,"Vicki Kilkenny",0,"West",5,"Merlot","red",2.229,7.43,11,81.73,4.437,2010
"2613",2010-02-27,"Dannette Saltsman",0,"Central",5,"Chardonnay","white",3.15,10.07,15,151.05,5.91,2010
"4488",2010-02-27,"Shameka Mertes",0,"North",6,"Merlot","red",2.229,8.38,24,201.12,4.92,2010
"8934",2010-02-27,"Yolando Galicia",0,"North",5,"Sauvignon Blanc","white",2.697,9.94,25,248.5,6.12,2010
"6192",2010-02-27,"Mamie Fullington",0,"South",7,"Cabernet Sauvignon","red",3.624,11.96,6,71.76,5.1015,2010
"2594",2010-02-27,"Tori Hastie",0,"South",5,"Chardonnay","white",3.15,10.38,8,83.04,4.788,2010
"5586",2010-02-28,"Nilda Hypolite",0,"Central",5,"Chardonnay","white",3.15,10.07,19,191.33,6.17,2010
"9785",2010-02-28,"Lavera Mccallie",0,"South",7,"Pinot Gris","white",3.741,12.35,22,271.7,7.2675,2010
"5578",2010-02-28,"Mamie Fullington",0,"South",8,"Chardonnay","white",3.15,10.38,15,155.7,5.605,2010
"3242",2010-03-01,"Aiko Hamsher",0,"East",6,"Riesling","white",2.097,6.99,26,181.74,5.4705,2010
"9801",2010-03-01,"Karry Noell",0,"East",6,"Merlot","red",2.229,7.43,13,96.59,4.074,2010
"9626",2010-03-01,"Clement Arias",1,"North",6,"Chardonnay","white",3.15,11.45,15,171.75,6.6,2010
"592",2010-03-01,"Eura Begay",0,"North",5,"Cabernet Sauvignon","red",3.624,13.03,7,91.21,6.02,2010
"7855",2010-03-01,"Mamie Fullington",0,"South",7,"Merlot","red",2.229,7.31,9,65.79,3.5625,2010
"3496",2010-03-01,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,26,193.18,4.6818,2010
"1372",2010-03-01,"Deloras Mcfetridge",0,"West",6,"Pinot Gris","white",3.741,12.47,24,299.28,7.5072,2010
"5941",2010-03-02,"Aiko Hamsher",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,6.4785,2010
"4442",2010-03-02,"Clement Arias",1,"North",5,"Chardonnay","white",3.15,11.45,15,171.75,6.36,2010
"4332",2010-03-02,"Clement Arias",1,"North",6,"Riesling","white",2.097,7.94,21,166.74,4.47,2010
"4977",2010-03-03,"Karry Noell",0,"East",5,"Merlot","red",2.229,7.43,25,185.75,5.4075,2010
"4426",2010-03-03,"Clement Arias",1,"North",5,"Shiraz","red",6.051,21.12,12,253.44,9.66,2010
"5539",2010-03-03,"Vicki Kilkenny",0,"West",7,"Sauvignon Blanc","white",2.697,8.99,9,80.91,5.151,2010
"8479",2010-03-04,"Dannette Saltsman",0,"Central",8,"Pinot Gris","white",3.741,12.04,9,108.36,7.16,2010
"6644",2010-03-05,"Dannette Saltsman",0,"Central",6,"Chardonnay","white",3.15,10.07,4,40.28,4.19,2010
"3792",2010-03-05,"Lolita Wass",0,"Central",7,"Pinot Gris","white",3.741,12.04,20,240.8,7.55,2010
"6354",2010-03-05,"Virgilio Mcelligott",1,"Central",5,"Merlot","red",2.229,7,16,112,4.18,2010
"5208",2010-03-05,"Virgilio Mcelligott",1,"Central",7,"Pinot Gris","white",3.741,12.04,11,132.44,5.61,2010
"3056",2010-03-05,"Ben Gerry",1,"East",6,"Pinot Gris","white",3.741,12.47,17,211.99,8.988,2010
"6322",2010-03-05,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,12,100.56,4.57,2010
"5824",2010-03-05,"Eura Begay",0,"North",5,"Merlot","red",2.229,8.38,39,326.82,6.27,2010
"8247",2010-03-05,"Shameka Mertes",0,"North",7,"Sauvignon Blanc","white",2.697,9.94,19,188.86,5.27,2010
"18",2010-03-05,"Jewel Copas",1,"South",5,"Merlot","red",2.229,7.31,8,58.48,3.7335,2010
"961",2010-03-05,"Mamie Fullington",0,"South",5,"Chardonnay","white",3.15,10.38,14,145.32,5.757,2010
"868",2010-03-05,"Mamie Fullington",0,"South",6,"Pinot Gris","white",3.741,12.35,18,222.3,7.1155,2010
"7221",2010-03-05,"Lesia Belt",0,"West",8,"Shiraz","red",6.051,20.17,19,383.23,10.506,2010
"9999",2010-03-05,"Lesia Belt",0,"West",8,"Shiraz","red",6.051,20.17,12,242.04,9.333,2010
"2230",2010-03-06,"Dannette Saltsman",0,"Central",6,"Riesling","white",2.097,6.56,15,98.4,3.96,2010
"5246",2010-03-06,"Kym Velarde",0,"East",5,"Chardonnay","white",3.15,10.5,13,136.5,5.838,2010
"3613",2010-03-06,"Clement Arias",1,"North",6,"Merlot","red",2.229,8.38,8,67.04,3.88,2010
"6094",2010-03-06,"Eura Begay",0,"North",5,"Cabernet Sauvignon","red",3.624,13.03,6,78.18,5.87,2010
"5201",2010-03-06,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,13,96.59,4.4472,2010
"9686",2010-03-06,"Bianca Suchan",0,"West",6,"Sauvignon Blanc","white",2.697,8.99,12,107.88,4.5084,2010
"6087",2010-03-06,"Deloras Mcfetridge",0,"West",5,"Riesling","white",2.097,6.99,15,104.85,4.3146,2010
"2346",2010-03-06,"Vicki Kilkenny",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,6.3954,2010
"6738",2010-03-07,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,16,112,4.05,2010
"1152",2010-03-07,"Karry Noell",0,"East",6,"Merlot","red",2.229,7.43,13,96.59,5.061,2010
"8894",2010-03-07,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,12,100.56,4.46,2010
"7120",2010-03-07,"Deloras Mcfetridge",0,"West",4,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,7.8846,2010
"9964",2010-03-07,"Deloras Mcfetridge",0,"West",6,"Chardonnay","white",3.15,10.5,8,84,5.4162,2010
"6399",2010-03-08,"Lolita Wass",0,"Central",6,"Chardonnay","white",3.15,10.07,9,90.63,5.47,2010
"3780",2010-03-08,"Ben Gerry",1,"East",7,"Merlot","red",2.229,7.43,15,111.45,4.5465,2010
"3919",2010-03-08,"Ben Gerry",1,"East",5,"Riesling","white",2.097,6.99,14,97.86,4.5465,2010
"4300",2010-03-08,"Yolando Galicia",0,"North",5,"Merlot","red",2.229,8.38,14,117.32,5.23,2010
"9153",2010-03-08,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,5,37.15,3.876,2010
"4071",2010-03-08,"Deloras Mcfetridge",0,"West",4,"Shiraz","red",6.051,20.17,25,504.25,10.761,2010
"9960",2010-03-09,"Karry Noell",0,"East",6,"Shiraz","red",6.051,20.17,10,201.7,11.466,2010
"9299",2010-03-09,"Yolando Galicia",0,"North",4,"Sauvignon Blanc","white",2.697,9.94,14,139.16,5.47,2010
"7151",2010-03-10,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,18,126,4.97,2010
"3446",2010-03-10,"Nilda Hypolite",0,"Central",7,"Sauvignon Blanc","white",2.697,8.56,18,154.08,5.26,2010
"1879",2010-03-10,"Vicki Kilkenny",0,"West",8,"Merlot","red",2.229,7.43,34,252.62,6.6912,2010
"8224",2010-03-11,"Virgilio Mcelligott",1,"Central",6,"Chardonnay","white",3.15,10.07,18,181.26,6.41,2010
"8985",2010-03-11,"Ben Gerry",1,"East",4,"Chardonnay","white",3.15,10.5,26,273,7.4655,2010
"6765",2010-03-11,"Eura Begay",0,"North",9,"Riesling","white",2.097,7.94,20,158.8,4.83,2010
"2212",2010-03-11,"Yolando Galicia",0,"North",4,"Riesling","white",2.097,7.94,33,262.02,5.66,2010
"254",2010-03-11,"Lavera Mccallie",0,"South",6,"Merlot","red",2.229,7.31,20,146.2,4.674,2010
"5749",2010-03-11,"Lesia Belt",0,"West",5,"Shiraz","red",6.051,20.17,13,262.21,10.455,2010
"8389",2010-03-12,"Nilda Hypolite",0,"Central",6,"Sauvignon Blanc","white",2.697,8.56,17,145.52,5.05,2010
"9203",2010-03-12,"Eura Begay",0,"North",6,"Sauvignon Blanc","white",2.697,9.94,27,268.38,6.06,2010
"2072",2010-03-12,"Lavera Mccallie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,5,59.8,5.6905,2010
"9307",2010-03-12,"Tori Hastie",0,"South",6,"Chardonnay","white",3.15,10.38,27,280.26,7.5715,2010
"1275",2010-03-13,"Nilda Hypolite",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,19,221.35,6.96,2010
"1228",2010-03-13,"Shameka Mertes",0,"North",7,"Sauvignon Blanc","white",2.697,9.94,9,89.46,4.64,2010
"7122",2010-03-13,"Tori Hastie",0,"South",7,"Merlot","red",2.229,7.31,11,80.41,3.8665,2010
"643",2010-03-13,"Deloras Mcfetridge",0,"West",4,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,6.4056,2010
"5667",2010-03-13,"Deloras Mcfetridge",0,"West",7,"Chardonnay","white",3.15,10.5,7,73.5,5.5284,2010
"5752",2010-03-13,"Deloras Mcfetridge",0,"West",7,"Merlot","red",2.229,7.43,10,74.3,4.08,2010
"3233",2010-03-14,"Aiko Hamsher",0,"East",6,"Chardonnay","white",3.15,10.5,19,199.5,7.14,2010
"8777",2010-03-14,"Aiko Hamsher",0,"East",5,"Chardonnay","white",3.15,10.5,17,178.5,6.0165,2010
"8150",2010-03-14,"Clement Arias",1,"North",6,"Chardonnay","white",3.15,11.45,9,103.05,5.38,2010
"2375",2010-03-14,"Clement Arias",1,"North",5,"Pinot Gris","white",3.741,13.42,11,147.62,7.25,2010
"2155",2010-03-14,"Eura Begay",0,"North",5,"Riesling","white",2.097,7.94,13,103.22,4.31,2010
"1837",2010-03-14,"Jewel Copas",1,"South",6,"Merlot","red",2.229,7.31,18,131.58,4.9305,2010
"6478",2010-03-14,"Lavera Mccallie",0,"South",7,"Merlot","red",2.229,7.31,12,87.72,4.0945,2010
"3205",2010-03-14,"Tori Hastie",0,"South",4,"Riesling","white",2.097,6.87,10,68.7,4.1705,2010
"7995",2010-03-14,"Lesia Belt",0,"West",4,"Merlot","red",2.229,7.43,12,89.16,3.876,2010
"7517",2010-03-16,"Dannette Saltsman",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,14,163.1,5.69,2010
"1282",2010-03-16,"Aiko Hamsher",0,"East",6,"Chardonnay","white",3.15,10.5,13,136.5,5.5545,2010
"6454",2010-03-16,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,16,118.88,4.7355,2010
"1028",2010-03-16,"Aiko Hamsher",0,"East",7,"Sauvignon Blanc","white",2.697,8.99,19,170.81,5.523,2010
"5512",2010-03-16,"Ben Gerry",1,"East",6,"Pinot Gris","white",3.741,12.47,26,324.22,6.993,2010
"8580",2010-03-16,"Shameka Mertes",0,"North",4,"Sauvignon Blanc","white",2.697,9.94,15,149.1,5.21,2010
"1002",2010-03-17,"Lolita Wass",0,"Central",6,"Chardonnay","white",3.15,10.07,11,110.77,5.37,2010
"6161",2010-03-17,"Clement Arias",1,"North",7,"Pinot Gris","white",3.741,13.42,20,268.4,7,2010
"1566",2010-03-17,"Shameka Mertes",0,"North",5,"Cabernet Sauvignon","red",3.624,13.03,11,143.33,6.26,2010
"4711",2010-03-17,"Shameka Mertes",0,"North",5,"Shiraz","red",6.051,21.12,15,316.8,11.65,2010
"10000",2010-03-17,"Yolando Galicia",0,"North",4,"Merlot","red",2.229,8.38,16,134.08,4.67,2010
"6021",2010-03-17,"Deloras Mcfetridge",0,"West",7,"Chardonnay","white",3.15,10.5,12,126,5.7936,2010
"3629",2010-03-18,"Eura Begay",0,"North",5,"Sauvignon Blanc","white",2.697,9.94,12,119.28,4.56,2010
"8663",2010-03-18,"Jewel Copas",1,"South",5,"Sauvignon Blanc","white",2.697,8.87,20,177.4,5.415,2010
"8205",2010-03-18,"Deloras Mcfetridge",0,"West",6,"Sauvignon Blanc","white",2.697,8.99,19,170.81,5.7222,2010
"7900",2010-03-19,"Lolita Wass",0,"Central",6,"Merlot","red",2.229,7,26,182,5.98,2010
"2908",2010-03-19,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,21,156.03,5.7015,2010
"761",2010-03-19,"Ben Gerry",1,"East",6,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,7.4865,2010
"1793",2010-03-19,"Ben Gerry",1,"East",7,"Sauvignon Blanc","white",2.697,8.99,20,179.8,5.796,2010
"308",2010-03-19,"Bianca Suchan",0,"West",8,"Cabernet Sauvignon","red",3.624,12.08,6,72.48,6.5892,2010
"6912",2010-03-20,"Lolita Wass",0,"Central",7,"Sauvignon Blanc","white",2.697,8.56,16,136.96,5.98,2010
"6577",2010-03-20,"Virgilio Mcelligott",1,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,22,256.3,7.81,2010
"3902",2010-03-20,"Karry Noell",0,"East",6,"Chardonnay","white",3.15,10.5,10,105,6.0165,2010
"3798",2010-03-20,"Kym Velarde",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,15,181.2,6.531,2010
"4796",2010-03-20,"Kym Velarde",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,48,579.84,10.017,2010
"2394",2010-03-20,"Kym Velarde",0,"East",4,"Pinot Gris","white",3.741,12.47,17,211.99,7.7805,2010
"9754",2010-03-20,"Tori Hastie",0,"South",7,"Merlot","red",2.229,7.31,15,109.65,3.5625,2010
"891",2010-03-20,"Deloras Mcfetridge",0,"West",7,"Chardonnay","white",3.15,10.5,14,147,6.1608,2010
"3848",2010-03-21,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,7,49,3.75,2010
"4925",2010-03-21,"Dannette Saltsman",0,"Central",9,"Pinot Gris","white",3.741,12.04,24,288.96,7.04,2010
"3401",2010-03-21,"Dannette Saltsman",0,"Central",4,"Shiraz","red",6.051,19.74,23,454.02,11.24,2010
"6126",2010-03-21,"Deloras Mcfetridge",0,"West",7,"Shiraz","red",6.051,20.17,15,302.55,10.8936,2010
"4504",2010-03-22,"Aiko Hamsher",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,16,193.28,7.581,2010
"9545",2010-03-22,"Aiko Hamsher",0,"East",8,"Cabernet Sauvignon","red",3.624,12.08,15,181.2,7.224,2010
"2213",2010-03-22,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,21,153.51,4.921,2010
"2936",2010-03-22,"Tori Hastie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,23,275.08,7.3055,2010
"2876",2010-03-22,"Deloras Mcfetridge",0,"West",5,"Chardonnay","white",3.15,10.5,11,115.5,5.2428,2010
"3373",2010-03-23,"Kym Velarde",0,"East",4,"Merlot","red",2.229,7.43,24,178.32,4.914,2010
"9610",2010-03-23,"Yolando Galicia",0,"North",6,"Sauvignon Blanc","white",2.697,9.94,20,198.8,5.92,2010
"5030",2010-03-23,"Mamie Fullington",0,"South",6,"Riesling","white",2.097,6.87,16,109.92,4.2275,2010
"792",2010-03-23,"Deloras Mcfetridge",0,"West",6,"Chardonnay","white",3.15,10.5,6,63,6.2832,2010
"4083",2010-03-24,"Lolita Wass",0,"Central",7,"Merlot","red",2.229,7,21,147,4.84,2010
"2161",2010-03-24,"Ben Gerry",1,"East",6,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,6.447,2010
"3824",2010-03-24,"Karry Noell",0,"East",6,"Chardonnay","white",3.15,10.5,32,336,7.4235,2010
"9354",2010-03-24,"Kym Velarde",0,"East",4,"Merlot","red",2.229,7.43,19,141.17,5.649,2010
"3429",2010-03-24,"Clement Arias",1,"North",4,"Sauvignon Blanc","white",2.697,9.94,9,89.46,4.86,2010
"9300",2010-03-24,"Shameka Mertes",0,"North",7,"Merlot","red",2.229,8.38,14,117.32,4.1,2010
"9004",2010-03-24,"Yolando Galicia",0,"North",7,"Cabernet Sauvignon","red",3.624,13.03,16,208.48,5.6,2010
"9538",2010-03-24,"Vicki Kilkenny",0,"West",7,"Shiraz","red",6.051,20.17,23,463.91,10.8528,2010
"648",2010-03-25,"Nilda Hypolite",0,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,21,244.65,7.53,2010
"1629",2010-03-25,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,14,147,6.0795,2010
"645",2010-03-25,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,10,83.8,4.7,2010
"8561",2010-03-25,"Mamie Fullington",0,"South",7,"Chardonnay","white",3.15,10.38,9,93.42,4.902,2010
"4519",2010-03-26,"Aiko Hamsher",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,40,483.2,9.7965,2010
"2727",2010-03-26,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,25,262.5,6.5205,2010
"3663",2010-03-26,"Ben Gerry",1,"East",5,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,7.245,2010
"3767",2010-03-26,"Ben Gerry",1,"East",7,"Merlot","red",2.229,7.43,19,141.17,5.2395,2010
"209",2010-03-26,"Kym Velarde",0,"East",7,"Chardonnay","white",3.15,10.5,6,63,5.5125,2010
"9101",2010-03-26,"Kym Velarde",0,"East",7,"Chardonnay","white",3.15,10.5,10,105,5.103,2010
"2020",2010-03-26,"Shameka Mertes",0,"North",5,"Cabernet Sauvignon","red",3.624,13.03,17,221.51,7.15,2010
"7402",2010-03-26,"Yolando Galicia",0,"North",6,"Merlot","red",2.229,8.38,16,134.08,4.86,2010
"2861",2010-03-26,"Tori Hastie",0,"South",6,"Pinot Gris","white",3.741,12.35,22,271.7,6.726,2010
"136",2010-03-26,"Vicki Kilkenny",0,"West",6,"Chardonnay","white",3.15,10.5,29,304.5,7.8234,2010
"7028",2010-03-27,"Kym Velarde",0,"East",4,"Chardonnay","white",3.15,10.5,18,189,5.964,2010
"1374",2010-03-27,"Clement Arias",1,"North",6,"Pinot Gris","white",3.741,13.42,8,107.36,5.91,2010
